,date,time,open,high,low,close,volume
96,17/01/2021,00:00:00,35994.98000000,36744.05000000,35520.00000000,36177.00000000,10523.42090700
97,17/01/2021,04:00:00,36177.00000000,36382.38000000,34518.04000000,34760.90000000,14085.48497000
98,17/01/2021,08:00:00,34760.91000000,35400.00000000,33850.00000000,35267.17000000,20790.97025700
99,17/01/2021,12:00:00,35270.00000000,35973.89000000,34666.00000000,35728.47000000,14071.34115800
100,17/01/2021,16:00:00,35728.47000000,36166.47000000,35514.99000000,35633.91000000,9298.40628400
101,17/01/2021,20:00:00,35633.90000000,36852.50000000,35506.00000000,35828.61000000,11388.10380800
102,18/01/2021,00:00:00,35824.99000000,36208.00000000,34842.99000000,35106.25000000,12865.20122300
103,18/01/2021,04:00:00,35108.27000000,36278.68000000,34800.00000000,36104.61000000,9931.58762100
104,18/01/2021,08:00:00,36100.55000000,36650.00000000,35771.60000000,36442.08000000,11719.16756000
105,18/01/2021,12:00:00,36443.91000000,37469.83000000,36047.89000000,36405.98000000,18106.50695400
106,18/01/2021,16:00:00,36405.99000000,36565.00000000,35400.00000000,35956.14000000,10602.82996700
107,18/01/2021,20:00:00,35951.83000000,36777.77000000,35755.01000000,36631.27000000,7472.82542500
108,19/01/2021,00:00:00,36622.46000000,37280.00000000,36364.43000000,36465.30000000,15332.38851500
109,19/01/2021,04:00:00,36468.31000000,37233.87000000,36002.01000000,37168.82000000,11299.22627900
110,19/01/2021,08:00:00,37167.92000000,37535.27000000,36750.00000000,37266.49000000,15170.79547700
111,19/01/2021,12:00:00,37263.73000000,37449.00000000,36610.00000000,37329.40000000,11966.64672700
112,19/01/2021,16:00:00,37329.40000000,37850.00000000,36052.04000000,36279.82000000,15604.75974100
113,19/01/2021,20:00:00,36281.66000000,36777.88000000,35844.06000000,35891.49000000,10237.49103000
114,20/01/2021,00:00:00,35901.94000000,36415.31000000,35000.00000000,35062.49000000,13775.59188400
115,20/01/2021,04:00:00,35062.49000000,35909.95000000,34737.00000000,35677.14000000,14008.50378700
116,20/01/2021,08:00:00,35672.86000000,35939.12000000,34000.00000000,34426.17000000,19109.32555500
117,20/01/2021,12:00:00,34426.17000000,35142.18000000,34020.00000000,34192.17000000,16110.18536300
118,20/01/2021,16:00:00,34193.11000000,35311.00000000,33400.00000000,35197.12000000,17678.21448900
119,20/01/2021,20:00:00,35197.12000000,35670.00000000,34482.75000000,35468.23000000,8686.60184000
120,21/01/2021,00:00:00,35468.23000000,35600.00000000,34230.76000000,34571.09000000,10995.70808400
121,21/01/2021,04:00:00,34572.42000000,35019.01000000,33971.41000000,34624.27000000,11645.03598400
122,21/01/2021,08:00:00,34624.27000000,34681.73000000,32009.68000000,32208.62000000,28971.19234000
123,21/01/2021,12:00:00,32206.89000000,32784.31000000,31037.00000000,31384.09000000,34496.34497800
124,21/01/2021,16:00:00,31384.19000000,32751.24000000,31038.51000000,32468.66000000,22066.37570500
125,21/01/2021,20:00:00,32468.66000000,32550.00000000,30071.00000000,30850.13000000,23628.52583500
126,22/01/2021,00:00:00,30851.99000000,31029.79000000,28850.00000000,30943.40000000,46814.39288700
127,22/01/2021,04:00:00,30943.40000000,32152.90000000,30615.22000000,30842.45000000,22771.82598200
128,22/01/2021,08:00:00,30846.59000000,31997.00000000,30500.00000000,31710.88000000,21911.24626300
129,22/01/2021,12:00:00,31712.09000000,32767.44000000,31286.00000000,32458.42000000,21741.69841900
130,22/01/2021,16:00:00,32462.79000000,33655.79000000,31955.67000000,33589.52000000,17631.16519500
131,22/01/2021,20:00:00,33589.52000000,33826.53000000,32580.00000000,32945.17000000,12101.35530300
132,23/01/2021,00:00:00,32950.00000000,32974.89000000,32053.33000000,32365.01000000,12211.52203000
133,23/01/2021,04:00:00,32365.00000000,33456.00000000,32267.07000000,32931.18000000,11464.51669100
134,23/01/2021,08:00:00,32931.17000000,33104.94000000,31511.24000000,31645.49000000,13454.30589500
135,23/01/2021,12:00:00,31643.90000000,32289.25000000,31390.16000000,31877.10000000,10854.23524900
136,23/01/2021,16:00:00,31877.10000000,32500.00000000,31759.65000000,32348.79000000,9253.45924300
137,23/01/2021,20:00:00,32348.78000000,32538.61000000,31812.50000000,32078.00000000,7357.24856700
138,24/01/2021,00:00:00,32078.00000000,32480.06000000,31630.00000000,32480.05000000,7766.19687000
139,24/01/2021,04:00:00,32480.06000000,33071.00000000,32346.44000000,32801.15000000,11135.54452200
140,24/01/2021,08:00:00,32797.21000000,33030.00000000,32465.00000000,32833.37000000,7600.85447100
141,24/01/2021,12:00:00,32833.37000000,32931.59000000,31858.68000000,31957.05000000,9939.32613500
142,24/01/2021,16:00:00,31956.90000000,32139.60000000,30900.00000000,31306.29000000,12601.92109500
143,24/01/2021,20:00:00,31306.29000000,32369.59000000,31250.26000000,32259.90000000,8934.19487300
144,25/01/2021,00:00:00,32259.45000000,33674.48000000,32175.61000000,33568.18000000,14446.51762800
145,25/01/2021,04:00:00,33568.17000000,33797.96000000,33045.00000000,33346.95000000,11224.75177900
146,25/01/2021,08:00:00,33347.19000000,33548.00000000,32750.09000000,33185.26000000,11388.31039300
147,25/01/2021,12:00:00,33185.25000000,34875.00000000,33050.00000000,34458.31000000,21109.74236500
148,25/01/2021,16:00:00,34458.31000000,34600.00000000,33373.92000000,33411.54000000,14607.08772500
149,25/01/2021,20:00:00,33411.54000000,33473.92000000,31910.00000000,32254.20000000,15722.81703100
150,26/01/2021,00:00:00,32254.19000000,32827.33000000,31458.00000000,31518.66000000,13175.06637200
151,26/01/2021,04:00:00,31520.25000000,32312.46000000,31100.00000000,31643.61000000,16200.73286800
152,26/01/2021,08:00:00,31643.61000000,32450.00000000,31373.00000000,31796.95000000,13170.89155200
153,26/01/2021,12:00:00,31798.65000000,31972.73000000,30837.37000000,31750.23000000,17666.57223000
154,26/01/2021,16:00:00,31750.24000000,32403.88000000,31300.69000000,32208.33000000,14712.05212800
155,26/01/2021,20:00:00,32208.33000000,32921.88000000,31855.71000000,32467.77000000,10046.89176000
156,27/01/2021,00:00:00,32464.01000000,32557.29000000,31568.28000000,31800.86000000,10374.37072600
157,27/01/2021,04:00:00,31801.27000000,32030.28000000,31350.00000000,31743.33000000,8094.66819200
158,27/01/2021,08:00:00,31743.33000000,31749.28000000,30578.94000000,30639.05000000,16124.25128800
159,27/01/2021,12:00:00,30635.74000000,31057.00000000,29241.72000000,30322.61000000,26358.94628900
160,27/01/2021,16:00:00,30322.59000000,30948.00000000,29500.00000000,30740.33000000,19597.19007000
161,27/01/2021,20:00:00,30731.57000000,31649.99000000,30084.24000000,30366.15000000,15362.53514600
162,28/01/2021,00:00:00,30362.19000000,31526.78000000,29842.10000000,31404.25000000,14152.37926800
163,28/01/2021,04:00:00,31406.90000000,31876.63000000,31045.70000000,31170.53000000,12487.83428400
164,28/01/2021,08:00:00,31170.20000000,31600.00000000,30812.26000000,31437.37000000,11864.19013300
165,28/01/2021,12:00:00,31437.37000000,32203.38000000,31161.96000000,31926.49000000,18406.77480400
166,28/01/2021,16:00:00,31926.49000000,32747.78000000,31650.00000000,32564.71000000,16889.86912200
167,28/01/2021,20:00:00,32564.71000000,33783.98000000,32392.34000000,33364.86000000,18820.09800600
168,29/01/2021,00:00:00,33368.18000000,34310.00000000,33330.93000000,33733.58000000,26746.70714100
169,29/01/2021,04:00:00,33728.99000000,33934.48000000,31915.40000000,32266.35000000,28364.15898900
170,29/01/2021,08:00:00,32266.36000000,37990.00000000,32006.91000000,37025.32000000,74717.37040600
171,29/01/2021,12:00:00,37023.83000000,38531.90000000,36456.78000000,37129.40000000,39582.77915100
172,29/01/2021,16:00:00,37129.40000000,37569.00000000,33500.00000000,34318.57000000,41001.26865000
173,29/01/2021,20:00:00,34322.50000000,35354.94000000,33700.00000000,34252.20000000,21414.72128900
174,30/01/2021,00:00:00,34246.28000000,34933.00000000,32825.00000000,33273.36000000,19111.75679400
175,30/01/2021,04:00:00,33273.36000000,34200.00000000,33001.52000000,34046.80000000,15377.31394800
176,30/01/2021,08:00:00,34046.82000000,34424.70000000,33510.00000000,33660.40000000,15905.50680000
177,30/01/2021,12:00:00,33660.40000000,34500.00000000,33410.63000000,34210.20000000,11980.51146400
178,30/01/2021,16:00:00,34210.18000000,34400.02000000,33520.00000000,34286.50000000,13229.45544100
179,30/01/2021,20:00:00,34286.50000000,34800.00000000,33966.40000000,34262.88000000,9285.13689300
180,31/01/2021,00:00:00,34262.89000000,34342.69000000,33655.00000000,33930.21000000,9135.95818200
181,31/01/2021,04:00:00,33930.22000000,34127.65000000,33450.00000000,33607.98000000,7736.68868400
182,31/01/2021,08:00:00,33607.68000000,33832.94000000,33205.00000000,33563.23000000,9660.99340400
183,31/01/2021,12:00:00,33563.24000000,34220.00000000,32554.00000000,32862.66000000,15985.65861600
184,31/01/2021,16:00:00,32862.65000000,33077.90000000,32171.67000000,32808.80000000,15824.56626800
185,31/01/2021,20:00:00,32807.29000000,33255.49000000,32461.23000000,33092.98000000,10398.41523000
